 Negtive; Neutral;Positive;compound;sentimen
0.107;0.786;0.107;0.0;neutral
0.135;0.619;0.246;0.7053;positif
0.115;0.746;0.139;0.4606;positif
0.146;0.728;0.126;-0.2263;negatif
0.388;0.449;0.163;-0.6124;negatif
0.061;0.893;0.046;-0.4215;negatif
0.036;0.903;0.061;0.3091;positif
0.171;0.704;0.126;-0.2263;negatif
0.199;0.801;0.0;-0.8807;negatif
0.265;0.663;0.072;-0.7717;negatif
0.067;0.888;0.044;-0.1916;negatif
0.233;0.617;0.15;-0.5321;negatif
0.0;0.737;0.263;0.6705;positif
0.111;0.82;0.069;-0.3182;negatif
0.0;0.846;0.154;0.6369;positif
0.145;0.766;0.089;-0.3182;negatif
0.296;0.478;0.226;-0.3818;negatif
0.193;0.71;0.097;-0.5267;negatif
0.0;0.729;0.271;0.7717;positif
0.122;0.683;0.194;0.25;positif
0.356;0.644;0.0;-0.7251;negatif
0.608;0.392;0.0;-0.9081;negatif
0.126;0.593;0.281;0.4939;positif
0.221;0.669;0.11;-0.5106;negatif
0.46;0.407;0.133;-0.936;negatif
0.276;0.586;0.138;-0.5106;negatif
0.131;0.577;0.292;0.4939;positif
0.254;0.585;0.161;-0.2263;negatif
0.231;0.622;0.147;-0.2263;negatif
0.268;0.472;0.26;-0.0258;negatif
0.353;0.647;0.0;-0.7964;negatif
0.48;0.391;0.129;-0.8402;negatif
0.291;0.601;0.108;-0.7003;negatif
0.226;0.747;0.027;-0.8936;negatif
0.272;0.52;0.208;-0.3818;negatif
0.127;0.672;0.201;0.25;positif
0.446;0.435;0.12;-0.8402;negatif
0.124;0.655;0.222;0.4019;positif
0.0;0.82;0.18;0.6705;positif
0.221;0.625;0.154;-0.2023;negatif
0.249;0.647;0.104;-0.7003;negatif
0.191;0.506;0.303;0.25;positif
0.13;0.61;0.261;0.3493;positif
0.148;0.521;0.332;0.5013;positif
0.13;0.46;0.41;0.743;positif
0.097;0.571;0.331;0.802;positif
0.207;0.564;0.229;0.1779;positif
0.314;0.629;0.057;-0.8481;negatif
0.094;0.583;0.322;0.802;positif
0.414;0.339;0.247;-0.5994;negatif
0.152;0.402;0.446;0.765;positif
0.206;0.581;0.212;0.0516;positif
0.237;0.502;0.262;0.1779;positif
0.208;0.612;0.18;-0.2263;negatif
0.166;0.707;0.127;-0.3818;negatif
0.218;0.673;0.109;-0.5267;negatif
0.095;0.81;0.095;0.0;neutral
0.126;0.558;0.316;0.6249;positif
0.09;0.7;0.21;0.5267;positif
0.355;0.434;0.211;-0.6124;negatif
0.233;0.523;0.244;0.0772;positif
0.132;0.781;0.087;-0.4767;negatif
0.099;0.61;0.291;0.765;positif
0.204;0.51;0.286;0.4767;positif
0.182;0.428;0.39;0.5994;positif
0.231;0.517;0.252;0.1531;positif
0.191;0.551;0.257;0.4215;positif
0.223;0.541;0.236;0.1027;positif
0.157;0.507;0.336;0.5994;positif
0.245;0.711;0.044;-0.8481;negatif
0.0;0.764;0.236;0.5267;positif
0.17;0.725;0.105;-0.2023;negatif
0.205;0.602;0.193;-0.1027;negatif
0.153;0.405;0.441;0.7506;positif
0.145;0.427;0.427;0.7645;positif
0.154;0.407;0.439;0.743;positif
0.125;0.84;0.035;-0.6808;negatif
0.121;0.842;0.037;-0.6369;negatif
0.192;0.734;0.073;-0.4767;negatif
0.179;0.668;0.153;-0.0516;negatif
0.333;0.583;0.084;-0.8962;negatif
0.178;0.628;0.194;0.0772;positif
0.212;0.788;0.0;-0.7906;negatif
0.102;0.599;0.299;0.765;positif
0.242;0.72;0.037;-0.7964;negatif
0.241;0.694;0.065;-0.5859;negatif
0.194;0.806;0.0;-0.5574;negatif
0.321;0.679;0.0;-0.6369;negatif
0.202;0.595;0.202;-0.25;negatif
0.55;0.45;0.0;-0.9042;negatif
0.26;0.611;0.13;-0.5267;negatif
0.15;0.661;0.189;-0.0258;negatif
0.227;0.6;0.173;-0.2023;negatif
0.175;0.705;0.119;-0.6249;negatif
0.162;0.714;0.124;-0.2023;negatif
0.132;0.7;0.167;-0.0258;negatif
0.568;0.432;0.0;-0.8481;negatif
0.214;0.692;0.094;-0.4404;negatif
0.188;0.718;0.094;-0.5267;negatif
0.535;0.465;0.0;-0.8481;negatif
0.2;0.698;0.102;-0.6369;negatif
0.187;0.698;0.115;-0.7269;negatif
0.135;0.793;0.072;-0.5729;negatif
0.323;0.646;0.031;-0.9325;negatif
0.233;0.685;0.082;-0.685;negatif
0.102;0.837;0.06;-0.2263;negatif
0.118;0.694;0.188;0.25;positif
0.14;0.835;0.026;-0.7717;negatif
0.094;0.878;0.028;-0.6428;negatif
0.312;0.688;0.0;-0.6124;negatif
0.295;0.58;0.125;-0.5859;negatif
0.4;0.478;0.122;-0.7506;negatif
0.107;0.721;0.172;0.2732;positif
0.512;0.372;0.116;-0.8625;negatif
0.324;0.381;0.295;-0.0772;negatif
0.257;0.536;0.207;-0.416;negatif
0.237;0.388;0.375;0.2799;positif
0.333;0.404;0.263;-0.3387;negatif
0.492;0.397;0.111;-0.8625;negatif
0.399;0.399;0.202;-0.3496;negatif
0.252;0.63;0.118;-0.4939;negatif
0.31;0.568;0.122;-0.6486;negatif
0.324;0.539;0.137;-0.5859;negatif
0.312;0.558;0.129;-0.802;negatif
0.436;0.441;0.123;-0.7964;negatif
0.317;0.559;0.124;-0.7357;negatif
0.105;0.708;0.188;0.4019;positif
0.136;0.56;0.304;0.6369;positif
0.201;0.473;0.325;0.2732;positif
0.24;0.547;0.214;-0.25;negatif
0.245;0.36;0.396;0.2732;positif
0.165;0.485;0.35;0.4215;positif
0.114;0.702;0.184;0.2732;positif
0.275;0.701;0.024;-0.9354;negatif
0.092;0.62;0.288;0.743;positif
0.517;0.375;0.108;-0.8689;negatif
0.0;0.698;0.302;0.3818;positif
0.392;0.5;0.108;-0.7783;negatif
0.457;0.446;0.097;-0.8658;negatif
0.127;0.746;0.127;0.0;neutral
0.28;0.644;0.076;-0.8481;negatif
0.226;0.685;0.089;-0.6124;negatif
0.165;0.583;0.252;0.2023;positif
0.441;0.466;0.093;-0.8658;negatif
0.456;0.544;0.0;-0.7717;negatif
0.111;0.717;0.173;0.2263;positif
0.256;0.628;0.117;-0.4767;negatif
0.408;0.459;0.133;-0.6597;negatif
0.435;0.565;0.0;-0.9062;negatif
0.198;0.802;0.0;-0.901;negatif
0.0;0.69;0.31;0.4019;positif
0.11;0.806;0.084;-0.2023;negatif
0.185;0.716;0.099;-0.6486;negatif
0.222;0.686;0.092;-0.6124;negatif
0.508;0.492;0.0;-0.9081;negatif
0.163;0.625;0.212;0.0;neutral
0.16;0.708;0.132;-0.1531;negatif
0.304;0.536;0.161;-0.3818;negatif
0.373;0.508;0.119;-0.6694;negatif
0.307;0.693;0.0;-0.7964;negatif
0.13;0.763;0.107;-0.1531;negatif
0.151;0.688;0.161;-0.1531;negatif
0.0;0.775;0.225;0.7876;positif
0.202;0.655;0.143;-0.25;negatif
0.112;0.798;0.09;-0.296;negatif
0.241;0.759;0.0;-0.836;negatif
0.256;0.744;0.0;-0.8519;negatif
0.0;0.825;0.175;0.5267;positif
0.245;0.701;0.054;-0.7964;negatif
0.165;0.835;0.0;-0.7579;negatif
0.294;0.624;0.082;-0.872;negatif
0.119;0.812;0.069;-0.25;negatif
0.284;0.547;0.169;-0.3182;negatif
0.112;0.888;0.0;-0.5994;negatif
0.2;0.706;0.094;-0.4215;negatif
0.112;0.759;0.129;-0.128;negatif
0.0;0.833;0.167;0.4215;positif
0.0;0.871;0.129;0.5267;positif
0.152;0.673;0.175;-0.128;negatif
0.292;0.708;0.0;-0.765;negatif
0.126;0.785;0.089;-0.2144;negatif
0.145;0.553;0.302;0.4019;positif
0.301;0.699;0.0;-0.6808;negatif
0.412;0.588;0.0;-0.8126;negatif
0.275;0.583;0.142;-0.6369;negatif
0.107;0.731;0.162;0.5267;positif
0.558;0.442;0.0;-0.8779;negatif
0.207;0.61;0.183;-0.1045;negatif
0.129;0.76;0.11;-0.128;negatif
0.268;0.513;0.219;-0.1706;negatif
0.0;0.815;0.185;0.7783;positif
0.0;0.886;0.114;0.4019;positif
0.092;0.676;0.232;0.6369;positif
0.064;0.721;0.214;0.9144;positif
0.341;0.659;0.0;-0.9081;negatif
0.154;0.58;0.266;0.5597;positif
0.064;0.936;0.0;-0.5267;negatif
0.279;0.493;0.228;-0.1585;negatif
0.477;0.311;0.212;-0.6249;negatif
0.291;0.529;0.181;-0.3612;negatif
0.161;0.569;0.27;0.3182;positif
0.307;0.476;0.217;-0.1779;negatif
0.267;0.567;0.166;-0.3612;negatif
0.392;0.478;0.131;-0.802;negatif
0.0;0.726;0.274;0.7783;positif
0.116;0.648;0.235;0.5423;positif
0.0;0.693;0.307;0.7351;positif
0.329;0.476;0.195;-0.4215;negatif
0.125;0.623;0.253;0.5423;positif
0.247;0.599;0.154;-0.3612;negatif
0.14;0.579;0.281;0.5267;positif
0.355;0.491;0.155;-0.6486;negatif
0.395;0.429;0.176;-0.6249;negatif
0.0;0.638;0.362;0.7783;positif
0.439;0.432;0.129;-0.8225;negatif
0.284;0.431;0.284;0.0;neutral
0.179;0.652;0.168;-0.1027;negatif
0.14;0.576;0.284;0.5423;positif
0.449;0.401;0.15;-0.802;negatif
0.0;0.515;0.485;0.765;positif
0.177;0.469;0.354;0.5267;positif
0.149;0.746;0.105;-0.25;negatif
0.263;0.596;0.141;-0.3058;negatif
0.37;0.63;0.0;-0.875;negatif
0.194;0.685;0.121;-0.316;negatif
0.184;0.702;0.114;-0.316;negatif
0.182;0.758;0.061;-0.6597;negatif
0.182;0.775;0.043;-0.7351;negatif
0.084;0.795;0.121;0.2263;positif
0.0;0.789;0.211;0.1531;positif
0.187;0.66;0.153;-0.1591;negatif
0.184;0.742;0.074;-0.4767;negatif
0.405;0.595;0.0;-0.7003;negatif
0.354;0.605;0.041;-0.8957;negatif
0.149;0.722;0.129;-0.2263;negatif
0.182;0.695;0.123;-0.2732;negatif
0.084;0.864;0.052;-0.3182;negatif
0.215;0.785;0.0;-0.6369;negatif
0.105;0.836;0.059;-0.3612;negatif
0.235;0.718;0.047;-0.8658;negatif
0.107;0.676;0.217;0.4144;positif
0.488;0.512;0.0;-0.9081;negatif
0.155;0.788;0.057;-0.7469;negatif
0.163;0.742;0.096;-0.5859;negatif
0.287;0.609;0.105;-0.6362;negatif
0.332;0.529;0.139;-0.6124;negatif
0.181;0.638;0.181;-0.25;negatif
0.132;0.78;0.088;-0.4627;negatif
0.286;0.714;0.0;-0.8807;negatif
0.23;0.608;0.162;-0.25;negatif
0.173;0.779;0.048;-0.7096;negatif
0.04;0.733;0.228;0.8397;positif
0.298;0.574;0.128;-0.8357;negatif
0.0;0.922;0.078;0.3182;positif
0.081;0.808;0.112;0.0772;positif
0.206;0.794;0.0;-0.9085;negatif
0.16;0.7;0.14;-0.1027;negatif
0.113;0.795;0.093;-0.1531;negatif
0.19;0.633;0.178;-0.1027;negatif
0.169;0.657;0.173;0.049;positif
0.173;0.51;0.316;0.2023;positif
0.26;0.63;0.11;-0.5859;negatif
0.192;0.508;0.299;0.2263;positif
0.282;0.598;0.12;-0.5859;negatif
0.443;0.425;0.132;-0.765;negatif
0.212;0.5;0.287;0.0516;positif
0.262;0.558;0.18;-0.2263;negatif
0.142;0.628;0.23;0.2732;positif
0.454;0.443;0.103;-0.8591;negatif
0.418;0.455;0.127;-0.7506;negatif
0.263;0.518;0.219;-0.2732;negatif
0.194;0.657;0.149;-0.1901;negatif
0.092;0.773;0.135;0.34;positif
;;;;
